,Unnamed: 0,title,link,abstract,author,pre_author_num,pre_doi,pre_pdf_link,pre_images_num,pre_words_num,pre_pages_num,top_words,pub_link,published
78,79,SPACA6 structure reveals a conserved superfamily of gamete fusion-associated proteins,https://www.biorxiv.org/content/10.1101/2022.03.23.484325v1,SPACA6 is a sperm-expressed surface protein that is critical for gamete fusion during mammalian sexu,"Tyler D.R. Vance, Patrick Yip, Elisabet Jiménez, Sheng Li, Diana Gawol, James Byrnes, Isabel Usón, Ahmed Ziyyat, Jeffrey E. Lee",9,https://doi.org/10.1101/2022.03.23.484325 ,https://www.biorxiv.org/content/10.1101/2022.03.23.484325v1.full.pdf,9,97455,28,"sleep, memory, tmr, sequence, during, all, cueing, time, data, each",,0
79,80,Temporal cell fate determination in the spinal cord is mediated by the duration of Notch signalling,https://www.biorxiv.org/content/10.1101/2021.10.25.465818v1,"During neural development, progenitor cells generate different types of neurons in specific time win","Craig T. Jacobs, Aarti Kejriwal, Katrinka M. Kocha, Kevin Y. Jin, Peng Huang",5,https://doi.org/10.1101/2021.10.25.465818 ,https://www.biorxiv.org/content/10.1101/2021.10.25.465818v1.full.pdf,12,86855,38,"notch, cells, signalling, ka, hpf, lfp, cell, embryos, al, et",http://dx.doi.org/10.1016/j.ydbio.2022.05.010,1
80,81,Assessing in vivo mutation frequencies and creating a high-resolution genome-wide map of fitness costs of Hepatitis C virus,https://www.biorxiv.org/content/10.1101/2020.10.01.323253v2,"Like many viruses, Hepatitis C Virus (HCV) has a high nutation rate, which helps the virus adapt qui","Kaho H. Tisthammer, Caroline Solis, Faye Oracles, Madu Nzerem, Ryan Winstead, Weiyan Dong, Jeffrey B. Joy, Pleuni S. Pennings",8,https://doi.org/10.1101/2020.10.01.323253 ,https://www.biorxiv.org/content/10.1101/2020.10.01.323253v2.full.pdf,3,127052,41,"notch, cells, signalling, ka, hpf, lfp, cell, embryos, al, et",http://dx.doi.org/10.1371/journal.pgen.1010179,1
81,82,Phagosome resolution regenerates lysosomes and maintains the degradative capacity in phagocytes,https://www.biorxiv.org/content/10.1101/2020.05.14.094722v2,Phagocytes engulf unwanted particles into phagosomes that then fuse with lysosomes to degrade the en,"Charlene Lancaster, Aaron Fountain, Roaya M. Dayam, Elliott Somerville, Javal Sheth, Vanessa Jacobelli, Alex Somerville, Mauricio Terebiznik, Roberto J. Botelho",9,https://doi.org/10.1101/2020.05.14.094722 ,https://www.biorxiv.org/content/10.1101/2020.05.14.094722v2.full.pdf,233,189876,63,"notch, cells, signalling, ka, hpf, lfp, cell, embryos, al, et",http://dx.doi.org/10.1083/jcb.202005072,1
82,83,High frequency spike inference with particle Gibbs sampling,https://www.biorxiv.org/content/10.1101/2022.04.05.487201v1,Fluorescent calcium indicators are an indispensable tools for monitoring the spiking activity of lar,"Giovanni Diana, B. Semihcan Sermet, David A. DiGregorio",3,https://doi.org/10.1101/2022.04.05.487201 ,https://www.biorxiv.org/content/10.1101/2022.04.05.487201v1.full.pdf,,90163,19,"notch, cells, signalling, ka, hpf, lfp, cell, embryos, al, et",,0
83,84,Entrainment to sleep spindles reflects dissociable patterns of connectivity between cortex and basal ganglia,https://www.biorxiv.org/content/10.1101/2022.02.06.479277v1,Communication between the basal ganglia (BG) and cortex is crucial for behavior as it allows learnin,"Aviv D. Mizrahi-Kliger, Alexander Kaplan, Zvi Israel, Hagai Bergman",4,https://doi.org/10.1101/2022.02.06.479277 ,https://www.biorxiv.org/content/10.1101/2022.02.06.479277v1.full.pdf,6,76436,33,"sleep, spindles, spindle, eeg, fp, license, bg, al, et, fig",,0
84,85,Composition and functionality of bacterioplankton communities in marine coastal zones adjacent to finfish aquaculture,https://www.biorxiv.org/content/10.1101/2022.03.07.483349v2,Finfish aquaculture is one of the fastest-growing primary industries globally and is increasingly co,"R.R.P. Da Silva, C.A. White, J.P. Bowman, D.J. Ross",4,https://doi.org/10.1101/2022.03.07.483349 ,https://www.biorxiv.org/content/10.1101/2022.03.07.483349v2.full.pdf,12,121226,39,"al, et, pp, aquaculture, license, community, functional, bacterial, environmental, d",,0
85,86,Ploidetect enables pan-cancer analysis of the causes and impacts of chromosomal instability,https://www.biorxiv.org/content/10.1101/2021.08.06.455329v1,"Cancers routinely exhibit chromosomal instability, resulting in the accumulation of changes in the a","Luka Culibrk, Jasleen K. Grewal, Erin D. Pleasance, Laura Williamson, Karen Mungall, Janessa Laskin, Marco A. Marra, Steven J.M. Jones",8,https://doi.org/10.1101/2021.08.06.455329 ,https://www.biorxiv.org/content/10.1101/2021.08.06.455329v1.full.pdf,,141132,18,"cancer, cin, d, tumor, issn, david, michael, peter, segment, cnv",,0
86,87,Brain stimulation competes with ongoing oscillations for control of spike timing in the primate brain,https://www.biorxiv.org/content/10.1101/2021.10.01.462622v2,"Transcranial alternating current stimulation (tACS) is commonly used to enhance brain rhythms, in th","Matthew R. Krause, Pedro G. Vieira, Jean-Philippe Thivierge, Christopher C. Pack",4,https://doi.org/10.1101/2021.10.01.462622 ,https://www.biorxiv.org/content/10.1101/2021.10.01.462622v2.full.pdf,14,116190,30,"cancer, cin, d, tumor, issn, david, michael, peter, segment, cnv",,0
87,88,A generalisable approach to drug susceptibility prediction for M. tuberculosis using machine learning and whole-genome sequencing,https://www.biorxiv.org/content/10.1101/2021.09.14.458035v2,Rapid and up-to-date drug susceptibility testing is urgently needed to address the threat of multidr,Alexander S Lachapelle,1,https://doi.org/10.1101/2021.09.14.458035 ,https://www.biorxiv.org/content/10.1101/2021.09.14.458035v2.full.pdf,,94074,28,"learning, machine, system, who, license, drug, drugs, resistance, tuberculosis, resistant",,0
88,89,A recombinant protein containing influenza viral conserved epitopes and superantigen induces broad-spectrum protection,https://www.biorxiv.org/content/10.1101/2021.07.08.451596v1,Influenza pandemic poses public health threats annually for lacking vaccine which provides cross-pro,"Yansheng Li, Mingkai Xu, Yongqiang Li, Wu Gu, Gulinare Halimu, Yuqi Li, Zhichun Zhang, Libao Zhou, Hui Liao, Songyuan Yao, Huiwen Zhang, Chenggang Zhang",12,https://doi.org/10.1101/2021.07.08.451596 ,https://www.biorxiv.org/content/10.1101/2021.07.08.451596v1.full.pdf,15,111690,50,"nmh, nmhc, cells, influenza, license, virus, mice, available, al, et",http://dx.doi.org/10.7554/eLife.71725,0
89,90,Variation in predicted COVID-19 risk among lemurs and lorises,https://www.biorxiv.org/content/10.1101/2021.02.03.429540v1,"The novel coronavirus SARS-CoV-2, which in humans leads to the disease COVID-19, has caused global d","Amanda D. Melin, Joseph D. Orkin, Mareike C. Janiak, Alejandro Valenzuela, Lukas Kuderna, Frank Marrone, Hasinala Ramangason, Julie E. Horvath, Christian Roos, Andrew C. Kitchener, Chiea Chuen Khor, Weng Khong Lim, Jessica G. H. Lee, Patrick Tan, Govindhaswamy Umapathy, Muthuswamy Raveendran, R. Alan Harris, Ivo Gut, Marta Gut, Esther Lizano, Tilo Nadler, Dietmar Zinner, Steig E. Johnson, Erich D. Jarvis, Olivier Fedrigo, Dongdong Wu, Guojie Zhang, Kyle Kai-How Farh, Jeffrey Rogers, Tomas Marques-Bonet, Arcadi Navarro, David Juan, Paramjit S. Arora, James P. Higham",34,https://doi.org/10.1101/2021.02.03.429540 ,https://www.biorxiv.org/content/10.1101/2021.02.03.429540v1.full.pdf,,77060,25,"al, et, sars, binding, cov, license, lemuroidea, species, protein, https",,0
90,91,Phenology and Robustness in plant-pollinator networks,https://www.biorxiv.org/content/10.1101/2020.10.30.362616v1,Many metrics that describe the structure of mutualistic plant-pollinator networks have been found to,"Laura Melissa Guzman, Scott A. Chamberlain, Elizabeth Elle",3,https://doi.org/10.1101/2020.10.30.362616 ,https://www.biorxiv.org/content/10.1101/2020.10.30.362616v1.full.pdf,9,69604,35,"al, et, sars, binding, cov, license, lemuroidea, species, protein, https",,0
91,92,"Highly Parallelized, Multicolor Optogenetic Recordings of Cellular Activity for Therapeutic Discovery Applications in Ion Channels and Disease-associated Excitable Cells",https://www.biorxiv.org/content/10.1101/2022.04.11.487888v1,"Optogenetic assays provide a flexible, scalable and information rich approach to probe compound effe","Gabriel B Borja, Hongkang Zhang, Benjamin N Harwood, Jane Jacques, Jennifer Grooms, Romina Chantre, Dawei Zhang, Adam Barnett, Christopher A Werley, Yang Lu, Steven Nagle, Owen B McManus, Graham T Dempsey",13,https://doi.org/10.1101/2022.04.11.487888 ,https://www.biorxiv.org/content/10.1101/2022.04.11.487888v1.full.pdf,9,100746,29,"al, et, sars, binding, cov, license, lemuroidea, species, protein, https",,0
92,93,Sleeping at the Switch,https://www.biorxiv.org/content/10.1101/2021.02.02.429396v1,"Sleep slow waves are studied for their role in brain plasticity, homeostatic regulation and their ch","Maude Bouchard, Jean-Marc Lina, Pierre-Olivier Gaudreault, Alexandre Lafrenière, Jonathan Dubé, Nadia Gosselin, Julie Carrier",7,https://doi.org/10.1101/2021.02.02.429396 ,https://www.biorxiv.org/content/10.1101/2021.02.02.429396v1.full.pdf,21,76841,33,"slow, sleep, switchers, waves, fast, connectivity, license, transition, wave, older",http://dx.doi.org/10.7554/eLife.64337,0
93,94,Death-associated protein kinase 3 (DAPK3) contributes to intestinal epithelial wound healing and the resolution of experimental colitis in mice,https://www.biorxiv.org/content/10.1101/2021.12.03.471118v1,Various signaling molecules affecting epithelial restitution and wound healing are dysregulated in u,"Huey-Miin Chen, David A. Carlson, Timothy A.J. Haystead, Justin A. MacDonald",4,https://doi.org/10.1101/2021.12.03.471118 ,https://www.biorxiv.org/content/10.1101/2021.12.03.471118v1.full.pdf,11,93678,41,"al, et, yap, license, cell, figure, wound, dss, epithelial, made",,0
94,95,Global phylogeography and ancient evolution of the widespread human gut virus crAssphage,https://www.biorxiv.org/content/10.1101/527796v1,Microbiomes are vast communities of microbes and viruses that populate all natural ecosystems. Virus,"Robert A. Edwards, Alejandro A. Vega, Holly M. Norman, Maria Ohaeri, Kyle Levi, Elizabeth A. Dinsdale, Ondrej Cinek, Ramy K. Aziz, Katelyn McNair, Jeremy J. Barr, Kyle Bibby, Stan JJ. Brouns, Adrian Cazares, Patrick A. de Jonge, Christelle Desnues, Samuel L. Díaz Muñoz, Peter C. Fineran, Alexander Kurilshikov, Rob Lavigne, Karla Mazankova, David T. McCarthy, Franklin L. Nobrega, Alejandro Reyes Muñoz, German Tapia, Nicole Trefault, Alexander V. Tyakht, Pablo Vinuesa, Jeroen Wagemans, Alexandra Zhernakova, Frank M. Aarestrup, Gunduz Ahmadov, Abeer Alassaf, Josefa Anton, Abigail Asangba, Emma Billings, Vito Adrian Cantu, Jane M. Carlton, Daniel Cazares, Gyu-Sung Cho, Tess Condeff, Pilar Cortés, Mike Cranfield, Daniel A. Cuevas, Rodrigo De la Iglesia, Przemyslaw Decewicz, Michael P. Doane, Nathaniel J. Dominy, Lukasz Dziewit, Bashir Mukhtar Elwasila, A. Murat Eren, Charles Franz, Jingyuan Fu, Cristina Garcia-Aljaro, Elodie Ghedin, Kristen M. Gulino, John M. Haggerty, Steven R. Head, Rene S. Hendriksen, Colin Hill, Heikki Hyöty, Elena N. Ilina, Mitchell T. Irwin, Thomas Jeffries, Juan Jofre Torroella, Randall E. Junge, Scott T. Kelley, Martin Kowalewski, Deepak Kumaresan, Steven Leigh, Eugenia S. Lisitsyna, Montserrat Llagostera, Julia M. Maritz, Linsey C. Marr, Angela McCann, Mohammadali Khan Mirzaei, Shahar Molshanski-Mor, Silvia Monteiro, Ben Moreira-Grez, Megan Morris, Lawrence Mugisha, Maite Muniesa, Horst Neve, Nam-phuong Nguyen, Olivia D. Nigro, Anders S. Nilsson, Taylor OConnell, Rasha Odeh, Andrew Oliver, Mariana Piuri, Aaron J. Prussin, Udi Qimron, Zhe-Xue Quan, Petra Rainetova, Adán Andrés Ramírez Rojas, Raul Raya, Gillian A.O. Rice, Alessandro Rossi, Ricardo Santos, John Shimashita, Elyse N. Stachler, Lars C. Stene, Ronan Strain, Rebecca Stumpf, Pedro J. Torres, Alan Twaddle, MaryAnn Ugochi Ibekwe, Nicolás Villagra, Stephen Wandro, Bryan White, Andy Whitely, Katrine L. Whiteson, Cisca Wijmenga, Maria M. Zambrano, Henrike Zschach, Bas E. Dutilh",115,https://doi.org/10.1101/527796 ,https://www.biorxiv.org/content/10.1101/527796v1.full.pdf,19,113200,46,"crassphage, license, data, human, sequences, samples, version, al, et, university",http://dx.doi.org/10.1038/s41564-019-0494-6,0
95,96,Mesoscopic cortical network reorganization during recovery of partial optic nerve injury in GCaMP6s mice,https://www.biorxiv.org/content/10.1101/2020.06.28.173799v1,"As the residual vision following a traumatic optic nerve injury can spontaneously recover over time,","Marianne Groleau, Mojtaba Nazari-Ahangarkolaee, Matthieu P. Vanni, Jacqueline L. Higgins, Anne-Sophie Vézina Bédard, Bernhard A. Sabel, Majid H. Mohajerani, Elvire Vaucher",8,https://doi.org/10.1101/2020.06.28.173799 ,https://www.biorxiv.org/content/10.1101/2020.06.28.173799v1.full.pdf,7,68077,21,"crassphage, license, data, human, sequences, samples, version, al, et, university",http://dx.doi.org/10.1038/s41598-020-78491-z,0
96,97,Unexpected growth of a classic yeast auxotroph,https://www.biorxiv.org/content/10.1101/2022.01.19.476918v2,"In budding yeast, the Met15 enzyme has long been assumed to be the sole homocysteine synthase facili","S. Branden Van Oss, Saurin Bipin Parikh, Nelson Castilho Coelho, Aaron Wacholder, Ivan Belashov, Manuel Michaca, Jiazhen Xu, Yun Pyo Kang, Katherine M. McCourt, Jake McKee, Trey Ideker, Andrew P. VanDemark, Gina M. DeNicola, Anne-Ruxandra Carvunis",14,https://doi.org/10.1101/2022.01.19.476918 ,https://www.biorxiv.org/content/10.1101/2022.01.19.476918v2.full.pdf,29,137783,82,"growth, all, figure, cells, without, https, sd, met, version, author",,0
97,98,Coronavirus surveillance of wildlife in the Lao Peoples Democratic Republic detects viral RNA in rodents,https://www.biorxiv.org/content/10.1101/2020.04.22.056218v1,"Coronaviruses can become zoonotic as in the case of COVID-19, and hunting, sale, and consumption of ","David J. McIver, Soubanh Silithammavong, Watthana Theppangna, Amethyst Gillis, Bounlom Douangngeun, Kongsy Khammavong, Sinpakone Singhalath, Veasna Duong, Philippe Buchy, Sarah H. Olson, Lucy Keatts, Amanda E. Fine, Zoe Greatorex, Martin Gilbert, Matthew LeBreton, Karen Saylors, Damien O. Joly, Edward M. Rubin, Christian E. Lange",19,https://doi.org/10.1101/2020.04.22.056218 ,https://www.biorxiv.org/content/10.1101/2020.04.22.056218v1.full.pdf,2,45096,16,"cov, china, rodents, beta, license, nc, bat, rodent, alpha, human",http://dx.doi.org/10.1007/s00705-020-04683-7,1
98,99,"Temporal single cell atlas of non-neuronal retinal cells reveals dynamic, coordinated multicellular responses to central nervous system injury",https://www.biorxiv.org/content/10.1101/2022.07.10.499469v1,Non-neuronal cells play key roles in the complex cellular interplay that follows central nervous sys,"Inbal Benhar, Jiarui Ding, Wenjun Yan, Irene E. Whitney, Anne Jacobi, Malika Sud, Grace Burgin, Karthik Shekhar, Nicholas M. Tran, Chen Wang, Zhigang He, Joshua R. Sanes, Aviv Regev",13,https://doi.org/10.1101/2022.07.10.499469 ,https://www.biorxiv.org/content/10.1101/2022.07.10.499469v1.full.pdf,33,187578,92,"al, et, https, org, cells, cell, license, fig, expression, retina",,0
99,100,Adaptation to a changing environment: what me Normal?,https://www.biorxiv.org/content/10.1101/2022.06.22.497192v1,Predicting the adaptation of populations to a changing environment is crucial to assess the impact o,"J. Garnier, O. Cotto, T. Bourgeron, E. Bouin, T. Lepoutre, O. Ronce, V. Calvez",7,https://doi.org/10.1101/2022.06.22.497192 ,https://www.biorxiv.org/content/10.1101/2022.06.22.497192v1.full.pdf,5,292053,59,"al, et, https, org, cells, cell, license, fig, expression, retina",,0
100,101,Prunella vulgaris extract and suramin block SARS-coronavirus 2 virus Spike protein D614 and G614 variants mediated receptor association and virus entry in cell culture system,https://www.biorxiv.org/content/10.1101/2020.08.28.270306v1,"Until now, no approved effective vaccine and antiviral therapeutic are available for treatment or pr","Zhujun Ao, Mable Chan, Maggie Jing Ouyang, Olukitibi Titus Abiola, Mona Mahmoudi, Darwyn Kobasa, Xiaojian Yao",7,https://doi.org/10.1101/2020.08.28.270306 ,https://www.biorxiv.org/content/10.1101/2020.08.28.270306v1.full.pdf,13,65819,22,"sp, sars, cov, suramin, chpv, cells, infection, pvs, virus, fig",,0
101,102,Maternal diet-induced obesity during pregnancy alters lipid supply to fetuses and changes the cardiac tissue lipidome in a sex-dependent manner,https://www.biorxiv.org/content/10.1101/2021.04.12.439435v1,Maternal obesity during pregnancy has immediate and long-term detrimental effects on the offspring h,"Lucas C. Pantaleão, Isabella Inzani, Samuel Furse, Elena Loche, Antonia Hufnagel, Thomas Ashmore, Heather L. Blackmore, Benjamin Jenkins, Asha A. M. Carpenter, Ania Wilczynska, Martin Bushell, Albert Koulman, Denise S. Fernandez-Twinn, Susan E. Ozanne",14,https://doi.org/10.1101/2021.04.12.439435 ,https://www.biorxiv.org/content/10.1101/2021.04.12.439435v1.full.pdf,13,102902,44,"figure, fetal, maternal, license, lipid, serum, male, fatty, female, fetuses",http://dx.doi.org/10.7554/eLife.69078,0
102,103,Escape Steering by Cholecystokinin Peptidergic Signaling,https://www.biorxiv.org/content/10.1101/2021.12.08.471862v1,"Escape is an evolutionarily conserved and essential avoidance response. Considered to be innate, mos","Lili Chen, Yuting Liu, Pan Su, Wesley Hung, Haiwen Li, Ya Wang, Zhongpu Yue, Minghai Ge, Zhengxing Wu, Yan Zhang, Peng Fei, Li-Ming Chen, Louis Tao, Heng Mao, Mei Zhen, Shangbang Gao",16,https://doi.org/10.1101/2021.12.08.471862 ,https://www.biorxiv.org/content/10.1101/2021.12.08.471862v1.full.pdf,,185181,54,"nlp, ckr, escape, neurons, al, et, figure, smd, shallow, animals",http://dx.doi.org/10.1016/j.celrep.2022.110330,0
103,104,Pseudomonas aeruginosa cytochrome P450 CYP168A1 is a fatty acid hydroxylase that metabolizes arachidonic acid to the vasodilator 19-HETE,https://www.biorxiv.org/content/10.1101/2021.10.19.465045v1,Pseudomonas aeruginosa is a gram-negative opportunistic human pathogen that is highly prevalent in i,"Brian C. Tooker, Sylvie E. Kandel, Hannah M. Work, Jed N. Lampe",4,https://doi.org/10.1101/2021.10.19.465045 ,https://www.biorxiv.org/content/10.1101/2021.10.19.465045v1.full.pdf,18,133416,53,"nlp, ckr, escape, neurons, al, et, figure, smd, shallow, animals",http://dx.doi.org/10.1016/j.jbc.2022.101629,1
104,105,The Red Queens Crown: an evolutionary arms race between coronaviruses and mammalian species reflected in positive selection of the ACE2 receptor among many species,https://www.biorxiv.org/content/10.1101/2020.05.14.096131v1,The world is going through a global viral pandemic with devastating effects on human life and socioe,"Mehrdad Hajibabaei, Gregory A. C. Singer",2,https://doi.org/10.1101/2020.05.14.096131 ,https://www.biorxiv.org/content/10.1101/2020.05.14.096131v1.full.pdf,,42549,14,"xm, https, selection, org, positive, species, sars, toed, ungulates, al",,0
105,106,Urbanization promotes specific bacteria in freshwater microbiomes including potential pathogens,https://www.biorxiv.org/content/10.1101/2020.06.26.173328v2,Freshwater ecosystems are characterized by complex and highly dynamic microbial communities that are,"Daniela Numberger, Luca Zoccarato, Jason Woodhouse, Lars Ganzert, Sascha Sauer, Hans-Peter Grossart, Alex Greenwood",7,https://doi.org/10.1101/2020.06.26.173328 ,https://www.biorxiv.org/content/10.1101/2020.06.26.173328v2.full.pdf,6,108716,35,"https, org, al, et, urban, water, lakes, bacterial, wastewater, all",,0
106,107,Evolution of a cytoplasmic determinant: evidence for the biochemical basis of functional evolution of a novel germ line regulator,https://www.biorxiv.org/content/10.1101/2021.04.26.441385v1,"Germ line specification is essential in sexually reproducing organisms. Despite their critical role,","Leo Blondel, Savandara Besse, Cassandra G. Extavour",3,https://doi.org/10.1101/2021.04.26.441385 ,https://www.biorxiv.org/content/10.1101/2021.04.26.441385v1.full.pdf,33,173431,72,"https, org, al, et, urban, water, lakes, bacterial, wastewater, all",http://dx.doi.org/10.1093/molbev/msab284,1
107,108,Integrative single-cell analysis of cardiogenesis identifies developmental trajectories and non-coding mutations in congenital heart disease,https://www.biorxiv.org/content/10.1101/2022.06.29.498132v1,"Congenital heart defects, the most common birth disorders, are the clinical manifestation of anomali","Mohamed Ameen, Laksshman Sundaram, Abhimanyu Banerjee, Mengcheng Shen, Soumya Kundu, Surag Nair, Anna Shcherbina, Mingxia Gu, Kitchener D. Wilson, Avyay Varadarajan, Nirmal Vadgama, Akshay Balsubramani, Joseph C. Wu, Jesse Engreitz, Kyle Farh, Ioannis Karakikes, Kevin C Wang, Thomas Quertermous, William Greenleaf, Anshul Kundaje",20,https://doi.org/10.1101/2022.06.29.498132 ,https://www.biorxiv.org/content/10.1101/2022.06.29.498132v1.full.pdf,381,485936,73,"cell, cells, al, et, seq, gene, scatac, types, type, motif",,0
108,109,Severe COVID-19 shares a common neutrophil activation signature with other acute inflammatory states,https://www.biorxiv.org/content/10.1101/2021.07.30.454529v2,Severe COVID-19 patients present a clinical and laboratory overlap with other hyperinflammatory cond,"Lena F. Schimke, Alexandre H.C. Marques, Gabriela Crispim Baiocchi, Caroline Aliane de Souza Prado, Dennyson Leandro M. Fonseca, Paula Paccielli Freire, Desirée Rodrigues Plaça, Igor Salerno Filgueiras, Ranieri Coelho Salgado, Gabriel Jansen-Marques, Antonio Edson Rocha Oliveira, Jean Pierre Schatzmann Peron, Gustavo Cabral-Miranda, José Alexandre Marzagão Barbuto, Niels Olsen Saraiva Camara, Vera Lúcia Garcia Calich, Hans D. Ochs, Antonio Condino-Neto, Katherine A. Overmyer, Joshua J. Coon, Joseph Balnis, Ariel Jaitovich, Jonas Schulte-Schrepping, Thomas Ulas, Joachim L. Schultze, Helder I. Nakaya, Igor Jurisica, Otávio Cabral-Marques",28,https://doi.org/10.1101/2021.07.30.454529 ,https://www.biorxiv.org/content/10.1101/2021.07.30.454529v2.full.pdf,14,161468,26,"covid, genes, neutrophil, al, et, analysis, d, patients, review, hlh",http://dx.doi.org/10.3390/cells11050847,0
109,110,Uncovering natural variation in root system architecture and growth dynamics using a robotics-assisted phenomics platform,https://www.biorxiv.org/content/10.1101/2021.11.13.468476v2,"The plant kingdom contains a stunning array of complex morphologies easily observed above ground, bu","Therese LaRue, Heike Lindner, Ankit Srinivas, Moises Exposito-Alonso, Guillaume Lobet, José R. Dinneny",6,https://doi.org/10.1101/2021.11.13.468476 ,https://www.biorxiv.org/content/10.1101/2021.11.13.468476v2.full.pdf,48,121405,57,"root, license, figure, time, each, traits, https, accessions, org, system",,0
110,111,Glial control of sphingolipid levels sculpts diurnal remodeling of circadian circuits,https://www.biorxiv.org/content/10.1101/2022.03.18.484007v2,Structural plasticity in the brain often necessitates dramatic remodeling of neuronal processes and ,"John P. Vaughen, Emma Theisen, Irma Magaly Rivas-Sema, Andrew B. Berger, Prateek Kalakuntla, Ina Anreiter, Vera C. Mazurak, Tamy Portillo Rodriguez, Joshua D Mast, Tom Hartl, Ethan O. Perlstein, Richard J. Reimer, M. Thomas Clandinin, Thomas R. Clandinin",14,https://doi.org/10.1101/2022.03.18.484007 ,https://www.biorxiv.org/content/10.1101/2022.03.18.484007v2.full.pdf,16,173525,57,"d, https, et, org, al, figure, license, drosophila, circadian, sleep",,0
111,112,Adding a new dimension: Multi-level structure and organization of mixed-species Pseudomonas aeruginosa and Staphylococcus aureus biofilms in a 4-D wound microenvironment,https://www.biorxiv.org/content/10.1101/2022.05.14.491929v1,"Biofilms in wounds typically consist of aggregates of bacteria, most often Pseudomonas aeruginosa an","Radhika Dhekane, Shreeya Mhade, Karishma S Kaushik",3,https://doi.org/10.1101/2022.05.14.491929 ,https://www.biorxiv.org/content/10.1101/2022.05.14.491929v1.full.pdf,,137343,39,"aeruginosa, aureus, species, biomass, mixed, wound, hours, https, org, d",,0
112,113,A murine model with JAK2V617F expression in both hematopoietic cells and vascular endothelial cells recapitulates the key features of human myeloproliferative neoplasm,https://www.biorxiv.org/content/10.1101/2021.08.24.457585v1,The myeloproliferative neoplasms (MPNs) are characterized by an expansion of the neoplastic hematopo,"Haotian Zhang, Amar Yeware, Sandy Lee, Huichun Zhan",4,https://doi.org/10.1101/2021.08.24.457585 ,https://www.biorxiv.org/content/10.1101/2021.08.24.457585v1.full.pdf,62,170837,14,"mice, old, marrow, d, spleen, cells, cell, ti, cre, control",http://dx.doi.org/10.3389/fonc.2021.753465,0
113,114,Intrinsically photosensitive retinal ganglion cells evade temporal filtering to encode environmental light intensity,https://www.biorxiv.org/content/10.1101/2022.04.09.487733v1,The retina encodes environmental light intensity to drive innate physiological responses. The synapt,"Shai Sabbah, Carin Papendorp, Inbar Behrendt, Hala Rasras, Jesse Cann, Megan L. Leyrer, Elizabeth Koplas, Marjo Beltoja, Cameron Etebari, Ali Noel Gunesch, Luis Carrete, Min Tae Kim, Gabrielle Manoff, Ananya Bhatia-Lin, Tiffany Zhao, Henry Dowling, Kevin L. Briggman, David M. Berson",18,https://doi.org/10.1101/2022.04.09.487733 ,https://www.biorxiv.org/content/10.1101/2022.04.09.487733v1.full.pdf,15,100639,40,"intensity, glutamate, ipl, iprgcs, license, al, et, figure, release, bc",,0
114,115,Differential alteration of plant functions by homologous fungal candidate effectors,https://www.biorxiv.org/content/10.1101/2020.10.30.363010v1,Rust fungi are plant pathogens that cause epidemics that threaten the production of important plant ,"Karen Cristine Goncalves dos Santos, Gervais Pelletier, Armand Séguin, François Guillemette, Jeffrey Hawkes, Isabel Desgagné-Penix, Hugo Germain",7,https://doi.org/10.1101/2020.10.30.363010 ,https://www.biorxiv.org/content/10.1101/2020.10.30.363010v1.full.pdf,8,99269,40,"plant, license, genes, transgenic, ces, effectors, lines, available, et, https",http://dx.doi.org/10.3390/microorganisms9050996,0
115,116,An updated global COI barcode reference data set for Fall Armyworm (Spodoptera frugiperda) and first record of this species in Bhutan,https://www.biorxiv.org/content/10.1101/2020.05.17.100883v1,"We report the first detection of Fall Armyworm (FAW), Spodoptera frugiperda (Smith, 1797), in Bhutan","Kiran Mahat, Andrew Mitchell, Tshelthrim Zangpo",3,https://doi.org/10.1101/2020.05.17.100883 ,https://www.biorxiv.org/content/10.1101/2020.05.17.100883v1.full.pdf,2,37128,13,"sequences, spodoptera, frugiperda, species, bhutan, license, armyworm, bold, dna, fall",http://dx.doi.org/10.1016/j.aspen.2020.11.013,1
116,117,Improve Concentration of Frequency and Time (Conceft) by Novel Complex Spherical Designs,https://www.biorxiv.org/content/10.1101/2020.11.23.394007v1,Concentration of frequency and time (ConceFT) is a generalized multitaper algorithm introduced to an,"Matt Sourisseau, Yu Guang Wang, Robert S. Womersley, Hau-Tieng Wu, Wei-Hsuan Yu",5,https://doi.org/10.1101/2020.11.23.394007 ,https://www.biorxiv.org/content/10.1101/2020.11.23.394007v1.full.pdf,21,39223,9,"conceft, qu, signal, ru, sd, time, sst, complex, cqu, cru",http://dx.doi.org/10.1016/j.acha.2021.02.003,1
117,118,Expression of mini-G proteins specifically halt cognate GPCR trafficking and intracellular signalling,https://www.biorxiv.org/content/10.1101/2021.11.24.469908v1,Mini-G proteins are engineered thermostable variants of Ga subunits designed to specifically stabili,"Yusman Manchanda, Zenouska Ramchunder, Maria M Shchepinova, Guy A Rutter, Asuka Inoue, Edward W Tate, Ben Jones, Alejandra Tomas",8,https://doi.org/10.1101/2021.11.24.469908 ,https://www.biorxiv.org/content/10.1101/2021.11.24.469908v1.full.pdf,53,111893,26,"mini, glp, gs, cells, snap, venus, receptor, co, internalisation, recruitment",,0
